Date,FLOW,pH,BOD5,TS,SS,TKN,NH3-N,NO2+NO3,P-TOT,P-SOL,,,,,,
10-Feb-12,25.2,7.3,122,876,148,26,13.8,2.27,5.2,      N/S,,,,,,
11-Feb-12,25.5,7.4,138,904,146,27,14.4,3.19,5.0,      N/S,,,,,,
12-Feb-12,24.7,7.3,154,888,130,26,15.3,3.67,5.1,      N/S,,,,,,
13-Feb-12,23.9,7.3,131,866,124,25,14.7,3.79,4.8,      N/S,,,,,,
14-Feb-12,23.3,7.4,130,886,152,28,16.0,4.36,5.2,2.7,,,,,,
15-Feb-12,23.9,7.4,236,1127,379,36,17.4,1.69,8.1,      N/S,,,,,,
16-Feb-12,24.6,7.4,246,990,168,26,15.1,4.09,5.3,      N/S,,,,,,
17-Feb-12,26.1,7.3,172,986,172,26,13.9,3.45,5.4,      N/S,,,,,,
18-Feb-12,28.5,7.4,174,964,204,27,13.3,4.14,6.0,      N/S,,,,,,
19-Feb-12,28.4,7.2,170,944,183,25,12.9,5.16,6.4,      N/S,,,,,,
20-Feb-12,29.5,7.2,175,932,202,27,12.3,5.38,6.3,      N/S,,,,,,
21-Feb-12,28.2,7.4,176,944,228,29,13.6,4.77,6.7,3.3,,,,,,
22-Feb-12,24.2,7.4,194,950,210,29,15.5,3.00,6.5,      N/S,,,,,,
23-Feb-12,25.0,7.5,209,976,236,30,14.7,3.35,6.7,      N/S,,,,,,
24-Feb-12,29.0,7.4,214,1211,304,31,14.4,1.78,6.6,      N/S,,,,,,
25-Feb-12,27.9,7.3,178,1111,202,25,13.5,1.01,4.6,      N/S,,,,,,
26-Feb-12,31.1,7.3,139,1075,176,23,13.3,2.33,4.9,      N/S,,,,,,
27-Feb-12,34.0,7.2,114,1055,130,19,10.3,2.44,3.8,      N/S,,,,,,
28-Feb-12,31.4,7.4,108,994,126,20,11.4,2.91,3.8,2.0,,,,,,
29-Feb-12,40.6,7.4,115,994,142,17,9.3,2.44,3.8,      N/S,,,,,,
1-Mar-12,34.6,7.2,102,974,108,17,9.9,2.56,3.5,      N/S,,,,,,
2-Mar-12,34.5,7.4,88,910,98,17,9.7,2.18,3.3,      N/S,,,,,,
3-Mar-12,34.1,7.4,99,954,124,18,9.6,1.57,3.3,      N/S,,,,,,
4-Mar-12,32.1,7.4,290,1434,658,53,12.7,1.72,11.3,      N/S,,,,,,
5-Mar-12,30.3,7.4,189,1036,213,25,11.9,2.61,4.6,      N/S,,,,,,
6-Mar-12,29.9,7.4,158,1002,192,24,12.7,2.29,4.8,2.0,,,,,,
7-Mar-12,28.6,7.5,124,916,136,23,13.4,3.73,4.6,      N/S,,,,,,
8-Mar-12,33.2,7.4,127,980,152,23,12.0,3.48,4.9,      N/S,,,,,,
9-Mar-12,29.2,7.4,116,930,130,20,11.7,2.61,4.3,      N/S,,,,,,
10-Mar-12,31.2,7.4,129,918,142,21,11.1,2.69,4.4,      N/S,,,,,,
11-Mar-12,27.1,7.4,209,1021,254,29,13.9,3.32,6.5,      N/S,,,,,,
12-Mar-12,37.6,7.3,123,948,134,21,12.3,3.16,4.0,      N/S,,,,,,
13-Mar-12,28.9,7.6,115,960,102,20,12.4,3.88,3.8,2.2,,,,,,
14-Mar-12,27.5,7.5,131,920,122,21,13.0,3.68,4.3,      N/S,,,,,,
15-Mar-12,28.1,7.3,121,1014,128,22,13.5,3.73,4.2,      N/S,,,,,,
16-Mar-12,26.7,7.3,122,912,146,23,13.6,1.86,4.7,      N/S,,,,,,
17-Mar-12,25.8,7.3,132,928,144,24,13.8,1.85,4.9,      N/S,,,,,,
18-Mar-12,24.2,7.4,159,940,158,24,15.0,2.48,5.2,      N/S,,,,,,
19-Mar-12,25.7,7.3,120,914,114,24,14.2,3.02,4.6,      N/S,,,,,,
20-Mar-12,27.0,7.4,205,1005,229,28,12.5,4.61,6.3,3.2,,,,,,
21-Mar-12,23.0,7.4,132,924,116,23,15.0,3.45,5.0,      N/S,,,,,,
22-Mar-12,22.9,7.4,127,862,136,25,14.8,3.30,4.7,      N/S,,,,,,
23-Mar-12,28.3,7.3,210,958,220,29,15.2,0.48,5.6,      N/S,,,,,,
24-Mar-12,28.3,7.3,153,896,210,23,11.7,1.30,4.3,      N/S,,,,,,
25-Mar-12,24.8,7.3,124,828,124,20,13.2,2.09,4.0,      N/S,,,,,,
26-Mar-12,24.4,7.4,109,844,100,22,13.6,2.70,3.9,      N/S,,,,,,
27-Mar-12,25.6,7.4,129,870,122,23,12.7,3.35,4.4,2.1,,,,,,
28-Mar-12,24.8,7.4,118,874,112,20,12.5,3.65,4.4,      N/S,,,,,,
29-Mar-12,23.8,7.4,193,936,200,28,15.8,2.69,5.3,      N/S,,,,,,
30-Mar-12,23.9,7.3,152,884,168,26,15.3,0.87,4.7,      N/S,,,,,,
31-Mar-12,23.5,7.2,201,898,204,30,16.8,0.05,5.2,      N/S,,,,,,
1-Apr-12,23.7,7.5,132,836,120,25,16.6,2.13,4.5,      N/S,,,,,,
2-Apr-12,24.9,7.4,145,842,134,26,16.4,3.17,4.5,      N/S,,,,,,
3-Apr-12,22.7,7.4,134,836,124,28,17.5,2.75,4.5,2.4,,,,,,
4-Apr-12,23.2,7.2,154,884,170,29,16.7,2.31,5.8,      N/S,,,,,,
5-Apr-12,20.5,7.5,159,858,132,30,19.4,2.61,5.1,      N/S,,,,,,
6-Apr-12,22.7,7.4,167,818,148,29,17.8,1.52,5.1,      N/S,,,,,,
7-Apr-12,22.6,7.3,162,792,144,28,16.6,2.16,5.2,      N/S,,,,,,
8-Apr-12,22.1,7.4,158,806,138,26,17.0,4.05,5.3,      N/S,,,,,,
9-Apr-12,21.8,7.4,162,840,148,30,18.3,3.44,5.8,      N/S,,,,,,
10-Apr-12,23.2,7.4,154,822,148,28,16.6,4.78,5.7,3.2,,,,,,
11-Apr-12,21.0,7.3,159,820,140,29,18.5,3.78,6.3,      N/S,,,,,,
12-Apr-12,21.7,7.3,146,818,136,28,17.5,4.24,6.2,      N/S,,,,,,
13-Apr-12,21.8,7.4,178,814,202,30,18.4,2.14,6.1,      N/S,,,,,,
14-Apr-12,22.4,7.3,179,812,190,28,17.8,2.59,5.4,      N/S,,,,,,
15-Apr-12,43.1,7.2,233,926,388,28,11.1,2.98,5.6,      N/S,,,,,,
16-Apr-12,35.5,7.5,117,796,120,18,10.0,3.26,3.3,      N/S,,,,,,
17-Apr-12,29.7,7.5,100,836,100,20,11.5,3.98,3.8,2.0,,,,,,
18-Apr-12,25.5,7.4,187,882,172,25,14.0,3.40,6.0,      N/S,,,,,,
19-Apr-12,26.6,7.6,139,844,138,25,15.0,3.12,5.3,      N/S,,,,,,
20-Apr-12,25.2,7.4,140,822,142,23,14.1,2.70,4.6,      N/S,,,,,,
21-Apr-12,24.3,7.4,157,816,144,26,15.1,1.89,4.8,      N/S,,,,,,
22-Apr-12,25.7,7.4,151,838,146,24,16.0,3.30,5.2,      N/S,,,,,,
23-Apr-12,21.8,7.5,152,822,116,27,16.4,3.47,5.1,      N/S,,,,,,
24-Apr-12,20.7,7.5,141,824,120,27,16.9,2.67,5.3,3.1,,,,,,
25-Apr-12,23.5,7.4,151,866,176,27,16.4,4.16,5.9,      N/S,,,,,,
26-Apr-12,23.2,7.3,165,898,172,31,17.0,5.51,7.3,      N/S,,,,,,
27-Apr-12,24.0,7.4,169,850,172,28,14.8,4.12,6.4,      N/S,,,,,,
28-Apr-12,25.6,7.3,163,832,162,27,15.6,2.87,5.5,      N/S,,,,,,
29-Apr-12,22.3,7.4,168,832,146,27,18.0,2.01,5.1,      N/S,,,,,,
30-Apr-12,25.0,7.4,207,908,202,28,15.7,1.74,5.3,      N/S,,,,,,
1-May-12,22.7,7.5,170,902,184,29,16.5,2.10,5.4,2.8,,,,,,
2-May-12,21.9,7.4,204,906,196,31,17.4,1.74,6.0,      N/S,,,,,,
3-May-12,23.2,7.4,162,892,172,30,17.2,2.20,5.8,      N/S,,,,,,
4-May-12,26.0,7.2,178,838,184,28,14.0,1.50,6.0,      N/S,,,,,,
5-May-12,22.8,7.3,142,802,158,26,15.6,1.42,4.7,      N/S,,,,,,
6-May-12,26.3,7.3,218,930,296,30,15.6,2.46,6.5,      N/S,,,,,,
7-May-12,32.4,7.6,134,778,144,21,11.5,2.19,4.3,      N/S,,,,,,
8-May-12,32.4,7.4,108,800,108,20,12.4,2.35,3.8,2.2,,,,,,
9-May-12,26.8,7.3,120,816,122,22,14.3,2.40,4.7,      N/S,,,,,,
10-May-12,23.0,7.4,117,794,102,23,15.3,1.94,4.4,      N/S,,,,,,
11-May-12,23.3,7.4,116,796,108,24,15.2,1.62,4.8,      N/S,,,,,,
12-May-12,23.3,7.3,157,828,142,27,16.1,1.51,5.3,      N/S,,,,,,
13-May-12,22.0,7.3,146,824,150,26,17.2,2.33,5.5,      N/S,,,,,,
14-May-12,23.5,7.2,243,1004,354,41,16.8,3.28,8.5,      N/S,,,,,,
15-May-12,22.8,7.3,210,956,300,39,19.1,2.13,8.2,3.5,,,,,,
16-May-12,22.2,7.4,161,846,160,28,18.3,2.30,6.0,      N/S,,,,,,
17-May-12,21.2,7.4,126,810,138,28,17.3,3.06,5.7,      N/S,,,,,,
18-May-12,21.8,7.3,140,790,156,27,17.3,1.82,5.6,      N/S,,,,,,
19-May-12,21.7,7.2,182,828,192,29,16.7,1.79,6.3,      N/S,,,,,,
20-May-12,22.4,7.3,143,778,150,28,19.0,2.22,5.8,      N/S,,,,,,
21-May-12,20.5,7.4,183,842,186,36,21.8,1.57,6.0,      N/S,,,,,,
22-May-12,20.4,7.3,153,826,144,32,21.4,2.05,5.3,2.8,,,,,,
23-May-12,21.9,7.3,161,846,180,28,19.1,2.89,5.7,      N/S,,,,,,
24-May-12,22.2,7.2,270,1030,352,44,20.4,2.04,10.2,      N/S,,,,,,
25-May-12,21.4,7.3,298,974,392,44,21.2,0.04,9.0,      N/S,,,,,,
26-May-12,21.9,7.2,154,818,200,32,18.2,0.04,7.6,      N/S,,,,,,
27-May-12,21.0,7.3,159,802,166,30,17.7,2.82,7.1,      N/S,,,,,,
28-May-12,22.4,7.3,180,830,180,31,17.2,3.39,6.8,      N/S,,,,,,
29-May-12,20.2,7.3,225,800,200,37,20.0,1.85,7.6,4.3,,,,,,
30-May-12,21.3,7.2,214,852,202,35,19.8,2.75,7.5,      N/S,,,,,,
31-May-12,29.2,7.3,248,890,288,34,14.9,3.56,6.7,      N/S,,,,,,
1-Jun-12,24.4,7.4,196,798,196,25,13.6,1.59,4.3,      N/S,,,,,,
2-Jun-12,19.8,7.3,220,826,164,29,16.3,1.81,4.9,      N/S,,,,,,
3-Jun-12,20.7,7.3,179,804,144,28,17.6,2.89,5.1,      N/S,,,,,,
4-Jun-12,19.9,7.2,220,816,180,33,18.6,2.54,6.3,      N/S,,,,,,
5-Jun-12,20.6,7.3,176,810,164,37,19.1,3.40,7.4,4.1,,,,,,
6-Jun-12,20.0,7.2,144,780,124,35,19.4,2.95,6.6,      N/S,,,,,,
7-Jun-12,18.9,7.3,169,796,140,30,20.0,3.08,5.9,      N/S,,,,,,
8-Jun-12,19.6,7.2,199,780,166,30,18.7,0.85,5.8,      N/S,,,,,,
9-Jun-12,19.6,7.2,197,774,174,30,19.4,0.20,6.6,      N/S,,,,,,
10-Jun-12,20.8,7.3,202,790,228,31,19.7,2.78,7.0,      N/S,,,,,,
11-Jun-12,20.8,7.1,258,932,313,39,19.4,2.70,8.8,      N/S,,,,,,
12-Jun-12,20.7,7.2,340,1098,508,51,19.5,3.02,11.4,4.0,,,,,,
13-Jun-12,21.6,7.2,194,800,200,32,17.7,4.46,7.1,      N/S,,,,,,
14-Jun-12,24.0,7.3,217,850,220,35,19.9,3.90,6.5,      N/S,,,,,,
15-Jun-12,21.9,7.2,265,888,304,36,19.6,0.04,7.3,      N/S,,,,,,
16-Jun-12,22.6,7.2,275,980,404,39,19.2,0.03,7.8,      N/S,,,,,,
17-Jun-12,23.0,7.2,190,840,271,30,17.2,1.79,6.1,      N/S,,,,,,
18-Jun-12,21.6,7.2,213,870,296,38,21.4,0.67,6.7,      N/S,,,,,,
19-Jun-12,22.1,7.2,218,828,202,34,20.0,2.83,6.1,3.0,,,,,,
20-Jun-12,22.6,7.2,178,772,160,33,19.4,2.77,5.2,      N/S,,,,,,
21-Jun-12,22.6,7.4,360,1113,546,53,20.9,0.14,10.1,      N/S,,,,,,
22-Jun-12,23.8,7.2,375,1002,425,49,21.5,0.04,9.4,      N/S,,,,,,
23-Jun-12,26.4,7.2,200,796,204,32,17.3,0.24,6.3,      N/S,,,,,,
24-Jun-12,25.4,7.2,209,884,275,37,19.2,2.94,8.1,      N/S,,,,,,
25-Jun-12,26.5,7.2,209,846,262,36,18.2,3.99,7.7,      N/S,,,,,,
26-Jun-12,27.9,7.1,200,866,267,34,15.1,5.75,8.0,3.9,,,,,,
27-Jun-12,32.7,7.2,200,858,283,33,13.3,4.94,8.3,      N/S,,,,,,
28-Jun-12,32.6,7.2,240,984,338,38,16.8,4.45,9.3,      N/S,,,,,,
29-Jun-12,32.5,7.3,245,884,292,36,16.2,1.90,8.3,      N/S,,,,,,
30-Jun-12,30.1,7.3,213,888,304,36,16.1,2.14,8.2,      N/S,,,,,,
1-Jul-12,29.3,7.2,208,858,258,27,13.5,5.21,6.6,      N/S,,,,,,
2-Jul-12,32.2,7.1,145,804,170,29,16.2,4.27,6.2,      N/S,,,,,,
3-Jul-12,31.0,7.1,160,1096,421,41,16.8,2.91,10.2,4.2,,,,,,
4-Jul-12,30.9,7.0,235,964,404,42,17.7,2.09,9.8,      N/S,,,,,,
5-Jul-12,29.3,7.2,235,1005,475,19,17.7,2.76,7.9,      N/S,,,,,,
6-Jul-12,20.1,7.2,225,858,296,29,19.4,0.86,6.3,      N/S,,,,,,
7-Jul-12,20.0,7.1,263,898,296,43,19.2,0.88,9.3,      N/S,,,,,,
8-Jul-12,20.1,7.2,223,912,313,38,19.0,3.41,8.4,      N/S,,,,,,
9-Jul-12,19.5,7.1,215,826,275,42,21.4,2.3,8.4,      N/S,,,,,,
10-Jul-12,19.8,7.3,224,804,263,37,19.5,3.37,7.6,3.2,,,,,,
11-Jul-12,19.3,7.3,228,878,287,41,19.6,3.3,8.9,      N/S,,,,,,
12-Jul-12,20.3,7.2,255,930,337,47,20.3,3.64,10.1,      N/S,,,,,,
13-Jul-12,20.7,6.9,270,948,342,43,19.3,0.45,9.9,      N/S,,,,,,
14-Jul-12,21.2,7.0,115,860,300,34,19.2,0.05,6.9,      N/S,,,,,,
15-Jul-12,19.9,7.1,186,790,200,30,18.5,0.04,6.4,      N/S,,,,,,
16-Jul-12,18.2,7.2,206,800,204,35,21.1,1.38,6.9,      N/S,,,,,,
17-Jul-12,20.7,7.3,214,878,246,32,22.6,3.27,6.8,4.8,,,,,,
18-Jul-12,20.3,7.1,220,880,308,43,20.1,2.45,9.1,      N/S,,,,,,
19-Jul-12,26.7,7.2,215,856,329,33,15.1,2.22,7.5,      N/S,,,,,,
20-Jul-12,21.0,7.2,211,868,260,35,18.7,1.81,8.1,      N/S,,,,,,
21-Jul-12,20.2,7.1,187,778,204,33,18.1,2.31,6.9,      N/S,,,,,,
22-Jul-12,22.0,7.2,208,892,308,34,19.2,5.78,8.8,      N/S,,,,,,
23-Jul-12,21.9,7.2,250,844,308,43,22.8,0.73,9.0,      N/S,,,,,,
24-Jul-12,22.7,7.2,220,796,242,35,18.6,1.93,7.1,3.1,,,,,,
25-Jul-12,20.8,7.2,231,806,200,38,19.9,0.8,7.0,      N/S,,,,,,
26-Jul-12,20.8,7.1,243,894,292,31,19.9,0.73,7.4,      N/S,,,,,,
27-Jul-12,20.1,7.2,214,782,238,35,19.1,0.04,7.0,      N/S,,,,,,
28-Jul-12,25.4,7.1,245,970,429,45,22.0,0.05,9.1,      N/S,,,,,,
29-Jul-12,21.2,7.0,185,940,400,42,20.9,0.44,9.5,      N/S,,,,,,
30-Jul-12,19.3,7.2,      N/A,1105,517,51,22.1,0.04,11.1,      N/S,,,,,,
31-Jul-12,20.7,7.2,161,806,225,36,20.5,1.14,7.7,3.7,,,,,,
1-Aug-12,20.5,7.2,155,866,279,38,20.2,2.07,8.1,      N/S,,,,,,
2-Aug-12,21.1,7.0,214,876,208,35,21.0,1.47,7.9,      N/S,,,,,,
3-Aug-12,20.8,7.1,230,788,225,37,20.9,0.05,7.3,      N/S,,,,,,
4-Aug-12,20.8,7.0,265,854,292,40,20.0,0.24,7.9,      N/S,,,,,,
5-Aug-12,19.5,7.2,231,786,225,35,20.7,1.53,7.3,      N/S,,,,,,
6-Aug-12,21.0,7.1,      T/X,946,367,46,23.2,0.91,9.2,      N/S,,,,,,
7-Aug-12,18.8,7.2,194,874,288,41,23.4,0.7,8.2,3.8,,,,,,
8-Aug-12,20.3,7.2,218,846,271,44,24.4,0.04,9.0,      N/S,,,,,,
9-Aug-12,20.9,7.2,184,844,254,38,24.2,0.88,8.1,      N/S,,,,,,
10-Aug-12,22.0,7.1,233,862,292,36,18.6,0.73,6.9,      N/S,,,,,,
11-Aug-12,21.5,7.1,200,1003,446,45,21.4,0.04,9.0,      N/S,,,,,,
12-Aug-12,22.4,7.1,142,818,254,35,20.7,2.13,6.8,      N/S,,,,,,
13-Aug-12,20.6,7.1,158,886,300,41,21.5,1.38,8.0,      N/S,,,,,,
14-Aug-12,22.2,7.2,169,1029,475,61,21.3,1.29,12.2,3.9,,,,,,
15-Aug-12,21.2,7.2,220,922,383,52,22.1,0.19,11.5,      N/S,,,,,,
16-Aug-12,21.3,7.1,310,910,329,50,22.3,1.18,10.5,      N/S,,,,,,
17-Aug-12,20.0,7.2,197,780,196,36,21.9,0.04,5.9,      N/S,,,,,,
18-Aug-12,22.3,7.2,169,692,140,30,18.7,2.03,5.4,      N/S,,,,,,
19-Aug-12,23.2,7.1,124,708,160,30,19.2,3.05,6.2,      N/S,,,,,,
20-Aug-12,22.3,7.2,200,828,286,50,23.0,0.04,9.2,      N/S,,,,,,
21-Aug-12,21.6,7.3,223,880,292,47,21.0,1.1,8.9,3.5,,,,,,
22-Aug-12,21.9,7.2,145,816,200,39,21.1,1.76,7.7,      N/S,,,,,,
23-Aug-12,21.0,7.2,137,710,146,23,19.6,2.8,5.4,      N/S,,,,,,
24-Aug-12,20.3,7.2,225,852,296,47,24.9,0.04,9.3,      N/S,,,,,,
25-Aug-12,20.5,7.2,240,810,254,37,21.7,0.04,7.8,      N/S,,,,,,
26-Aug-12,22.8,7.2,184,790,267,36,20.6,0.4,7.7,      N/S,,,,,,
27-Aug-12,23.2,7.3,170,788,254,33,18.0,1.62,7.0,      N/S,,,,,,
28-Aug-12,23.1,7.2,129,830,258,34,19.4,1.92,7.2,3.6,,,,,,
29-Aug-12,22.4,7.3,148,768,200,37,19.1,2.29,7.6,      N/S,,,,,,
30-Aug-12,20.7,7.3,171,776,188,32,19.8,1.92,7.0,      N/S,,,,,,
31-Aug-12,21.5,7.3,129,842,283,37,21.5,0.04,8.3,      N/S,,,,,,
1-Sep-12,21.2,7.2,230,874,342,40,21.5,0.03,8.8,      N/S,,,,,,
2-Sep-12,20.7,7.1,195,792,246,35,21.3,1.77,8.0,      N/S,,,,,,
3-Sep-12,19.5,7.1,171,768,194,38,23.9,0.71,7.3,      N/S,,,,,,
4-Sep-12,20.9,7.3,191,760,204,37,22.8,1.13,7.1,4.1,,,,,,
5-Sep-12,22.6,7.3,188,824,258,37,19.4,1.92,7.9,      N/S,,,,,,
6-Sep-12,21.5,7.3,205,828,300,38,20.3,2.38,9.4,      N/S,,,,,,
7-Sep-12,20.4,7.3,233,810,258,44,22.8,0.17,8.8,      N/S,,,,,,
8-Sep-12,20.2,7.2,168,736,162,34,22.1,0.04,7.0,      N/S,,,,,,
9-Sep-12,20.7,7.2,177,768,212,34,22.2,0.87,7.4,      N/S,,,,,,
10-Sep-12,20.4,7.3,180,762,179,38,22.3,1.47,7.4,      N/S,,,,,,
11-Sep-12,21.1,7.2,195,794,196,36,21.7,2.43,7.4,3.8,,,,,,
12-Sep-12,20.2,7.2,151,822,232,39,21.0,2.71,8.2,      N/S,,,,,,
13-Sep-12,20.6,7.2,208,804,192,36,21.1,3.05,7.9,      N/S,,,,,,
14-Sep-12,20.8,7.3,198,754,206,33,20.7,1.41,7.2,      N/S,,,,,,
15-Sep-12,20.9,7.2,204,762,214,36,22.2,0.91,7.5,      N/S,,,,,,
16-Sep-12,21.2,7.2,273,890,379,40,22.6,1.71,9.1,      N/S,,,,,,
17-Sep-12,20.6,7.3,179,768,234,38,20.2,3.1,8.1,      N/S,,,,,,
18-Sep-12,21.1,7.2,179,770,246,37,20.5,2.51,7.5,4.1,,,,,,
19-Sep-12,20.0,7.3,177,816,254,37,20.5,2.65,7.5,      N/S,,,,,,
20-Sep-12,19.4,7.2,136,712,146,29,19.8,3.21,6.7,      N/S,,,,,,
21-Sep-12,18.9,7.3,207,754,182,32,21.0,1.46,7.0,      N/S,,,,,,
22-Sep-12,19.5,7.2,208,786,212,35,22.0,1.29,7.6,      N/S,,,,,,
23-Sep-12,19.0,7.1,146,748,160,30,21.2,2.93,7.1,      N/S,,,,,,
24-Sep-12,19.9,7.3,172,770,170,35,20.8,2.7,7.3,      N/S,,,,,,
25-Sep-12,18.2,7.3,182,748,188,35,21.7,2.84,7.3,4.4,,,,,,
26-Sep-12,18.4,7.3,162,736,192,37,22.5,2.62,7.6,      N/S,,,,,,
27-Sep-12,19.0,7.3,194,730,170,37,23.1,2.43,7.9,      N/S,,,,,,
28-Sep-12,19.0,7.3,226,760,188,42,23.7,0.95,8.2,      N/S,,,,,,
29-Sep-12,18.9,7.2,219,786,208,37,22.2,1.95,7.7,      N/S,,,,,,
30-Sep-12,17.1,7.1,184,772,183,35,24.5,1.43,7.2,      N/S,,,,,,
1-Oct-12,18.5,7.3,184,796,221,39,24.2,1.46,7.4,      N/S,,,,,,
2-Oct-12,18.1,7.0,155,788,225,42,22.7,2.52,7.7,4.2,,,,,,
3-Oct-12,18.8,7.1,204,788,296,44,22.9,2.11,8.2,      N/S,,,,,,
4-Oct-12,18.0,7.2,157,776,242,38,22.4,1.64,8.2,      N/S,,,,,,
5-Oct-12,18.4,7.2,265,796,112,39,22.4,0.81,8.3,      N/S,,,,,,
6-Oct-12,18.5,7.2,191,700,138,34,22.0,2.16,7.0,      N/S,,,,,,
7-Oct-12,17.8,7.1,245,786,237,38,24.3,1.76,8.5,      N/S,,,,,,
8-Oct-12,18.9,7.3,223,786,229,37,24.3,2.28,7.6,      N/S,,,,,,
9-Oct-12,18.6,7.2,152,720,200,37,22.6,2.54,7.3,4.0,,,,,,
10-Oct-12,20.1,7.2,165,846,321,43,22.4,2.42,8.8,      N/S,,,,,,
11-Oct-12,17.6,7.2,169,740,186,38,23.7,1.89,7.9,      N/S,,,,,,
12-Oct-12,18.2,7.2,199,730,176,38,21.7,2.45,7.5,      N/S,,,,,,
13-Oct-12,18.5,7.2,273,818,278,45,25.7,0.04,8.1,      N/S,,,,,,
14-Oct-12,26.0,7.3,155,790,275,32,20.3,1.93,6.7,      N/S,,,,,,
15-Oct-12,21.7,7.3,101,764,176,32,17.8,1.87,6.1,      N/S,,,,,,
16-Oct-12,20.0,7.3,178,768,176,31,20.1,1.67,5.7,3.2,,,,,,
17-Oct-12,18.8,7.4,235,850,260,39,24.7,1.03,7.3,      N/S,,,,,,
18-Oct-12,23.0,7.3,204,768,210,33,18.7,1.52,6.8,      N/S,,,,,,
19-Oct-12,21.0,7.4,176,750,172,31,20.4,0.7,5.9,      N/S,,,,,,
20-Oct-12,20.4,7.3,171,824,194,37,22.4,0.19,6.6,      N/S,,,,,,
21-Oct-12,19.1,7.2,187,776,166,32,23.1,1.12,6.6,      N/S,,,,,,
22-Oct-12,20.3,7.2,227,860,283,44,23.2,0.52,8.5,      N/S,,,,,,
23-Oct-12,25.1,7.2,229,930,342,33,16.8,1.36,6.7,2.9,,,,,,
24-Oct-12,19.9,7.3,152,744,150,30,19.2,0.09,5.9,      N/S,,,,,,
25-Oct-12,21.8,7.3,174,768,178,36,20.9,1.77,7.6,      N/S,,,,,,
26-Oct-12,20.7,7.3,164,712,140,35,20.6,0.89,6.9,      N/S,,,,,,
27-Oct-12,21.5,7.2,158,718,142,31,19.6,1.91,6.8,      N/S,,,,,,
28-Oct-12,19.6,7.3,188,756,194,33,23.8,1.02,6.9,      N/S,,,,,,
29-Oct-12,19.8,7.2,233,808,238,46,24.2,0.77,8.1,      N/S,,,,,,
30-Oct-12,20.6,7.4,197,760,192,40,21.1,3,7.6,4.0,,,,,,
31-Oct-12,19.1,7.3,227,774,192,42,24.0,1.46,7.8,      N/S,,,,,,
1-Nov-12,20.5,7.2,192,792,220,40,23.4,2.54,8.6,      N/S,,,,,,
2-Nov-12,19.7,7.1,199,758,182,36,22.1,0.7,7.0,      N/S,,,,,,
3-Nov-12,20.3,7.1,159,700,112,34,21.9,1.52,6.7,      N/S,,,,,,
4-Nov-12,22.4,7.2,235,866,279,39,22.2,2.38,8.1,      N/S,,,,,,
5-Nov-12,18.4,7.2,255,852,296,39,20.2,2.98,8.2,      N/S,,,,,,
6-Nov-12,19.8,7.2,170,720,158,40,22.3,2.53,7.2,4.0,,,,,,
7-Nov-12,21.2,7.4,195,784,220,45,26.2,1.59,8.0,      N/S,,,,,,
8-Nov-12,20.4,7.2,209,796,238,34,23.0,1.94,7.3,      N/S,,,,,,
9-Nov-12,19.6,7.2,167,690,140,34,20.2,2.08,6.9,      N/S,,,,,,
10-Nov-12,20.9,7.2,T/X,620,70,30,21.7,2.17,6.1,      N/S,,,,,,
11-Nov-12,21.5,7.3,231,762,213,34,22.1,3.05,7.2,      N/S,,,,,,
12-Nov-12,21.9,7.3,179,734,190,35,20.3,1.97,6.5,      N/S,,,,,,
13-Nov-12,22.0,7.2,171,726,154,35,19.4,3.42,7.1,4.1,,,,,,
14-Nov-12,21.9,7.2,194,786,194,39,21.4,2.83,8.4,      N/S,,,,,,
15-Nov-12,18.6,7.1,176,780,194,37,20.9,1.73,8.5,      N/S,,,,,,
16-Nov-12,21.1,7.4,225,838,271,37,20.6,1.92,8.2,      N/S,,,,,,
17-Nov-12,18.8,7.2,174,748,86,34,21.8,2.33,6.9,      N/S,,,,,,
18-Nov-12,18.2,7.2,209,754,184,35,23.2,2.74,7.3,      N/S,,,,,,
19-Nov-12,20.5,7.3,193,776,198,38,22.1,3.4,7.4,      N/S,,,,,,
20-Nov-12,17.0,7.2,212,798,212,42,22.2,3.01,7.8,4.2,,,,,,
21-Nov-12,19.0,7.2,330,1031,479,56,24.6,2.19,11.7,      N/S,,,,,,
22-Nov-12,20.9,7.2,215,782,210,38,22.0,4.93,8.5,      N/S,,,,,,
23-Nov-12,18.6,7.2,168,788,229,39,24.2,0.21,7.8,      N/S,,,,,,
24-Nov-12,20.3,7.2,270,848,367,42,20.7,2.05,8.6,      N/S,,,,,,
25-Nov-12,19.2,7.2,200,740,179,34,21.9,3.7,6.7,      N/S,,,,,,
26-Nov-12,20.3,7.1,220,748,196,36,21.6,3.84,6.8,      N/S,,,,,,
27-Nov-12,19.5,7.2,181,714,138,31,20.3,4.62,6.4,3.5,,,,,,
28-Nov-12,17.7,7.2,220,820,238,39,22.3,2.23,7.6,      N/S,,,,,,
29-Nov-12,20.3,7.2,191,786,214,36,19.9,5.33,7.7,      N/S,,,,,,
30-Nov-12,21.2,7.2,171,770,204,33,20.2,3.5,6.8,      N/S,,,,,,
1-Dec-12,19.8,7.1,137,732,156,32,19.5,3.81,6.0,      N/S,,,,,,
2-Dec-12,18.6,7.2,164,726,146,33,21.7,3.91,6.2,      N/S,,,,,,
3-Dec-12,18.9,7.1,161,716,168,34,21.1,3.78,6.5,      N/S,,,,,,
