Date,FLOW,pH,BOD5,TS,SS,TKN,NH3-N,NO2+NO3,P-TOT,P-SOL,,,,,,
29-Jun-14,23.9,7.2,152,896,170,28,16.0,2.34,5.2,      N/S,,,,,,
30-Jun-14,32.2,7.3,235,1067,458,34,12.8,1.64,6.6,      N/S,,,,,,
1-Jul-14,51.6,7.4,104,846,178,14,5.5,3.14,2.5,0.7,,,,,,
2-Jul-14,35.7,7.3,128,960,142,19,8.9,2.61,3.2,      N/S,,,,,,
3-Jul-14,33.0,7.5,103,880,122,18,9.8,2.77,3.6,      N/S,,,,,,
4-Jul-14,25.8,7.5,75,928,114,20,10.9,2.53,3.1,      N/S,,,,,,
5-Jul-14,24.5,7.3,111,950,142,24,12.8,2.81,4.0,      N/S,,,,,,
6-Jul-14,23.9,7.3,89,952,142,24,13.9,3.13,4.3,      N/S,,,,,,
7-Jul-14,25.5,7.3,117,908,152,25,14.0,2.32,4.1,      N/S,,,,,,
8-Jul-14,27.3,7.2,174,910,172,26,13.0,3.08,4.6,2.1,,,,,,
9-Jul-14,25.8,7.3,145,938,174,27,14.5,2.52,5.0,      N/S,,,,,,
10-Jul-14,22.6,7.3,184,980,252,34,17.9,1.02,5.9,      N/S,,,,,,
11-Jul-14,21.8,7.2,108,840,106,26,16.1,1.41,4.4,      N/S,,,,,,
12-Jul-14,24.1,7.2,135,852,132,28,16.2,1.91,4.9,      N/S,,,,,,
13-Jul-14,23.8,7.2,144,864,162,28,15.8,1.76,5.4,      N/S,,,,,,
14-Jul-14,26.1,7.2,169,892,196,29,14.8,2.44,5.2,      N/S,,,,,,
15-Jul-14,23.7,7.3,129,858,142,27,14.8,2.53,4.6,2.3,,,,,,
16-Jul-14,22.9,7.3,184,910,198,31,15.6,2.87,6.0,      N/S,,,,,,
17-Jul-14,22.1,7.2,114,900,154,27,16.7,2.88,5.5,      N/S,,,,,,
18-Jul-14,21.4,7.3,139,886,162,30,17.3,0.57,5.2,      N/S,,,,,,
19-Jul-14,21.9,7.2,164,908,172,30,16.5,1.93,5.4,      N/S,,,,,,
20-Jul-14,21.4,7.2,141,916,40,29,17.6,3.07,5.5,      N/S,,,,,,
21-Jul-14,20.7,7.4,159,842,150,31,18.6,2.01,5.4,      N/S,,,,,,
22-Jul-14,21.2,7.3,167,852,174,33,18.8,2.32,6.1,3.3,,,,,,
23-Jul-14,20.9,7.2,175,888,194,33,19.0,2.61,6.2,      N/S,,,,,,
24-Jul-14,18.8,7.3,150,830,160,30,20.6,1.92,6.0,      N/S,,,,,,
25-Jul-14,19.6,7.2,169,832,168,31,19.5,0.03,5.7,      N/S,,,,,,
26-Jul-14,19.8,7.2,159,810,152,32,18.8,1.50,5.7,      N/S,,,,,,
27-Jul-14,19.3,7.3,168,802,140,31,21.2,1.80,5.6,      N/S,,,,,,
28-Jul-14,19.1,7.2,204,874,190,37,22.5,1.45,6.2,      N/S,,,,,,
29-Jul-14,20.0,7.2,153,884,206,34,20.5,2.65,6.0,2.7,,,,,,
30-Jul-14,20.5,7.1,122,870,192,35,19.8,2.11,6.1,      N/S,,,,,,
31-Jul-14,20.5,7.2,159,840,218,32,20.0,2.89,6.5,      N/S,,,,,,
1-Aug-14,19.9,7.2,139,768,94,30,20.5,0.23,5.5,      N/S,,,,,,
2-Aug-14,19.5,7.2,157,784,122,33,21.0,0.67,5.7,      N/S,,,,,,
3-Aug-14,20.2,7.1,179,834,164,32,19.9,2.73,6.4,      N/S,,,,,,
4-Aug-14,21.3,7.3,194,864,232,36,20.1,1,6.7,      N/S,,,,,,
5-Aug-14,27.9,7.2,268,992,364,33,14.6,1.28,6.0,1.9,,,,,,
6-Aug-14,21.6,7.3,180,874,204,32,17.1,1.21,5.3,      N/S,,,,,,
7-Aug-14,19.8,7.2,148,812,154,30,18.4,1.86,5.4,      N/S,,,,,,
8-Aug-14,20.4,7.2,159,824,174,32,17.8,0.55,5.8,      N/S,,,,,,
9-Aug-14,19.2,7.2,214,852,210,35,18.5,0.04,6.5,      N/S,,,,,,
10-Aug-14,18.7,7.2,181,822,172,32,19.2,2.26,5.9,      N/S,,,,,,
11-Aug-14,29.5,7.1,194,868,283,29,13.8,2.18,5.4,      N/S,,,,,,
12-Aug-14,23.3,7.3,119,732,106,25,15.1,2.06,4.1,2.3,,,,,,
13-Aug-14,19.9,7.3,153,800,152,30,17.5,1.26,5.1,      N/S,,,,,,
14-Aug-14,19.3,7.3,143,814,130,28,17.2,2.35,6.0,      N/S,,,,,,
15-Aug-14,19.6,7.3,129,782,106,29,18.5,0.67,5.1,      N/S,,,,,,
16-Aug-14,19.4,7.3,155,816,146,30,17.7,1.31,5.4,      N/S,,,,,,
17-Aug-14,19.0,7.2,151,830,148,30,18.3,2.22,6.0,      N/S,,,,,,
18-Aug-14,19.2,7.2,164,788,142,31,18.9,1.91,5.6,      N/S,,,,,,
19-Aug-14,20.1,7.2,176,820,180,31,19.2,1.98,6.0,3.1,,,,,,
20-Aug-14,18.9,7.3,190,956,214,33,20.1,0.04,5.8,      N/S,,,,,,
21-Aug-14,22.2,7.3,201,880,300,31,19.3,1.97,7.0,      N/S,,,,,,
22-Aug-14,44.7,7.3,83,704,94,14,7.8,1.90,2.0,      N/S,,,,,,
23-Aug-14,38.2,7.4,104,820,124,17,9.3,1.64,2.4,      N/S,,,,,,
24-Aug-14,41.1,7.5,110,894,102,15,8.3,2.18,2.6,      N/S,,,,,,
25-Aug-14,30.5,7.4,214,940,232,26,11.7,1.82,4.6,      N/S,,,,,,
26-Aug-14,28.3,7.5,160,888,144,23,11.5,1.91,3.5,1.2,,,,,,
27-Aug-14,26.3,7.4,92,976,119,23,13.2,2.37,3.2,      N/S,,,,,,
28-Aug-14,24.4,7.3,136,1161,140,22,15.1,2.32,4.7,      N/S,,,,,,
29-Aug-14,24.0,7.2,130,1063,150,27,15.0,1.43,4.1,      N/S,,,,,,
30-Aug-14,21.9,7.3,156,1044,152,27,14.6,0.40,4.3,      N/S,,,,,,
31-Aug-14,20.0,7.3,105,1007,92,28,17.3,0.13,5.1,      N/S,,,,,,
1-Sep-14,20.2,7.2,157,814,178,30,17.6,0.11,5.3,      N/S,,,,,,
2-Sep-14,20.3,7.2,135,800,130,29,17.0,1.82,4.5,2.2,,,,,,
3-Sep-14,20.7,7.2,128,768,110,28,17.3,2.09,4.8,      N/S,,,,,,
4-Sep-14,20.4,7.2,141,808,144,28,17.5,2.23,5.2,      N/S,,,,,,
5-Sep-14,22.6,7.3,169,802,164,29,17.0,0.25,4.9,      N/S,,,,,,
6-Sep-14,21.9,7.2,171,840,212,30,14.9,1.23,5.3,      N/S,,,,,,
7-Sep-14,21.3,7.2,166,804,170,27,17.2,1.69,5.2,      N/S,,,,,,
8-Sep-14,19.9,7.2,      T/X,722,55,54,18.0,1.22,8.9,      N/S,,,,,,
9-Sep-14,22.1,7.3,204,916,284,36,19.0,1.54,6.6,2.9,,,,,,
10-Sep-14,41.7,7.3,167,778,212,24,11.1,1.88,3.5,      N/S,,,,,,
11-Sep-14,31.7,7.5,116,814,144,19,11.0,2.03,2.9,      N/S,,,,,,
12-Sep-14,24.5,7.4,115,794,114,24,14.3,1.52,3.2,      N/S,,,,,,
13-Sep-14,25.6,      T/X,126,798,126,23,13.6,1.33,3.9,      N/S,,,,,,
14-Sep-14,22.8,7.3,143,808,128,24,15.3,1.95,4.9,      N/S,,,,,,
15-Sep-14,23.2,7.3,149,818,150,28,16.3,2.29,4.8,      N/S,,,,,,
16-Sep-14,21.5,7.3,131,816,132,28,16.2,3.37,4.9,2.2,,,,,,
17-Sep-14,21.1,7.3,228,1020,374,42,19.0,2.39,7.1,      N/S,,,,,,
18-Sep-14,20.1,7.3,160,828,154,30,18.9,3.08,5.5,      N/S,,,,,,
19-Sep-14,20.1,7.3,120,796,110,28,19.1,1.47,5.1,      N/S,,,,,,
20-Sep-14,20.0,7.2,131,762,94,28,19.0,0.03,5.0,      N/S,,,,,,
21-Sep-14,20.3,7.3,179,830,174,29,19.5,1.24,5.8,      N/S,,,,,,
22-Sep-14,20.8,7.3,      T/X,1049,417,41,17.1,2.82,8.4,      N/S,,,,,,
23-Sep-14,20.7,7.4,      T/X,800,144,32,19.5,2.36,5.7,2.9,,,,,,
24-Sep-14,19.4,7.3,151,802,136,33,20.5,1.52,5.6,      N/S,,,,,,
25-Sep-14,22.5,7.2,230,1000,312,49,19.4,3.84,10.3,      N/S,,,,,,
26-Sep-14,19.5,7.0,260,968,346,37,18.8,0.54,7.2,      N/S,,,,,,
27-Sep-14,19.9,7.2,190,796,186,32,18.6,1.14,5.6,      N/S,,,,,,
28-Sep-14,21.4,7.2,181,802,182,30,17.9,3.60,6.0,      N/S,,,,,,
29-Sep-14,18.6,7.1,      T/X,790,144,33,20.6,2.11,5.8,      N/S,,,,,,
30-Sep-14,19.9,7.2,162,812,156,32,19.3,3.46,5.9,3.0,,,,,,
1-Oct-14,19.7,7.2,210,838,200,36,20.5,2.62,6.9,      N/S,,,,,,
2-Oct-14,19.8,7.2,215,918,284,33,16.0,4.36,7.7,      N/S,,,,,,
3-Oct-14,26.5,7.0,170,798,228,28,13.9,1.07,5.0,      N/S,,,,,,
4-Oct-14,21.0,7.3,147,792,154,28,15.5,0.10,4.4,      N/S,,,,,,
5-Oct-14,20.8,7.3,145,790,146,28,16.7,1.67,4.8,      N/S,,,,,,
6-Oct-14,19.8,7.2,204,860,192,34,18.6,2.04,5.8,      N/S,,,,,,
7-Oct-14,21.4,7.3,170,818,162,30,17.3,2.96,5.2,2.6,,,,,,
8-Oct-14,19.8,7.3,268,1044,404,51,21.2,1.33,9.0,      N/S,,,,,,
9-Oct-14,19.8,7.2,179,840,188,34,21.0,1.70,6.5,      N/S,,,,,,
10-Oct-14,18.7,7.2,171,798,152,35,22.0,0.03,5.9,      N/S,,,,,,
11-Oct-14,20.5,7.4,162,798,162,34,18.9,2.05,6.0,      N/S,,,,,,
12-Oct-14,18.5,7.4,163,802,160,34,22.0,1.34,6.0,      N/S,,,,,,
13-Oct-14,22.8,7.2,270,938,356,43,19.7,0.05,7.8,      N/S,,,,,,
14-Oct-14,37.4,7.2,196,842,290,28,11.1,1.65,4.9,1.6,,,,,,
15-Oct-14,47.4,7.4,253,984,458,27,3.7,2.50,5.9,      N/S,,,,,,
16-Oct-14,31.2,7.4,      T/X,760,100,18,10.0,2.54,3.0,      N/S,,,,,,
17-Oct-14,27.5,7.4,145,822,148,23,11.9,1.07,3.8,      N/S,,,,,,
18-Oct-14,25.9,7.5,74,736,58,21,12.7,2.44,3.1,      N/S,,,,,,
19-Oct-14,25.0,7.3,168,864,218,30,13.0,2.18,6.3,      N/S,,,,,,
20-Oct-14,23.4,7.3,      T/X,774,94,27,15.5,2.50,4.4,      N/S,,,,,,
21-Oct-14,23.1,7.3,123,782,102,29,16.0,2.99,5.2,2.4,,,,,,
22-Oct-14,21.7,7.4,121,768,104,28,16.6,3.21,4.9,      N/S,,,,,,
23-Oct-14,21.1,7.3,117,806,106,26,17.0,3.52,5.4,      N/S,,,,,,
24-Oct-14,21.0,7.3,175,882,204,32,16.6,2.00,5.3,      N/S,,,,,,
25-Oct-14,21.1,7.3,144,810,148,30,17.1,0.22,5.0,      N/S,,,,,,
26-Oct-14,19.1,7.2,146,818,158,32,19.0,2.00,5.8,      N/S,,,,,,
27-Oct-14,19.6,7.3,157,792,146,33,19.1,1.50,5.6,      N/S,,,,,,
28-Oct-14,19.6,7.3,184,802,152,35,20.9,1.97,5.9,3.3,,,,,,
29-Oct-14,20.1,7.3,205,924,244,38,20.0,2.84,7.0,      N/S,,,,,,
30-Oct-14,21.0,7.2,159,796,148,31,19.5,3.37,6.2,      N/S,,,,,,
31-Oct-14,18.3,7.3,165,800,158,33,20.2,0.03,5.7,      N/S,,,,,,
1-Nov-14,20.3,7.2,197,836,184,33,20.0,0.80,5.7,      N/S,,,,,,
2-Nov-14,20.6,7.2,144,796,136,30,18.7,2.37,6.0,      N/S,,,,,,
3-Nov-14,20.6,7.2,76,674,38,28,20.1,1.83,4.6,      N/S,,,,,,
4-Nov-14,20.4,7.2,163,800,144,32,18.7,2.60,5.7,3.3,,,,,,
5-Nov-14,19.8,7.2,140,766,152,32,19.4,2.53,5.7,      N/S,,,,,,
6-Nov-14,21.0,7.2,166,856,176,33,20.4,2.47,6.5,      N/S,,,,,,
7-Nov-14,20.0,7.2,214,832,204,36,21.1,0.03,6.6,      N/S,,,,,,
8-Nov-14,19.9,7.1,100,712,50,28,20.2,2.49,4.8,      N/S,,,,,,
9-Nov-14,20.0,7.2,157,776,142,31,19.9,2.67,6.3,      N/S,,,,,,
10-Nov-14,19.7,7.2,194,772,166,34,20.3,2.08,6.1,      N/S,,,,,,
11-Nov-14,19.5,7.2,202,780,454,35,20.9,2.43,6.0,3.2,,,,,,
12-Nov-14,20.5,7.2,170,806,208,36,21.3,2.28,6.5,      N/S,,,,,,
13-Nov-14,20.3,7.2,172,796,184,33,19.8,2.91,6.8,      N/S,,,,,,
14-Nov-14,20.7,7.2,93,650,60,27,19.5,2.19,4.6,      N/S,,,,,,
15-Nov-14,20.6,7.1,102,664,60,27,18.6,2.20,4.5,      N/S,,,,,,
16-Nov-14,19.6,7.2,181,786,166,35,21.7,1.98,6.5,      N/S,,,,,,
17-Nov-14,19.3,7.2,114,750,144,34,20.6,1.95,5.8,      N/S,,,,,,
18-Nov-14,19.3,7.1,131,760,174,29,20.8,2.69,5.1,3.7,,,,,,
19-Nov-14,20.0,7.1,137,792,198,34,19.6,3.04,6.3,      N/S,,,,,,
20-Nov-14,18.6,7.3,131,804,162,30,19.8,3.21,6.0,      N/S,,,,,,
21-Nov-14,21.2,7.2,124,736,126,29,18.4,0.58,6.0,      N/S,,,,,,
22-Nov-14,20.3,7.1,295,924,300,43,20.3,0.05,8.6,      N/S,,,,,,
23-Nov-14,21.6,7.2,205,848,216,35,20.9,2.19,6.5,      N/S,,,,,,
24-Nov-14,32.5,7.3,178,1021,462,33,13.0,1.84,6.8,      N/S,,,,,,
25-Nov-14,23.4,7.3,105,796,152,24,14.5,1.54,4.3,2.2,,,,,,
26-Nov-14,24.2,7.4,116,750,82,23,14.9,2.78,4.2,      N/S,,,,,,
27-Nov-14,24.1,7.3,      T/X,822,156,26,14.9,3.52,5.1,      N/S,,,,,,
28-Nov-14,19.8,7.3,155,750,128,31,20.1,0.22,5.0,      N/S,,,,,,
29-Nov-14,21.9,7.2,      T/X,754,132,30,18.5,1.51,5.3,      N/S,,,,,,
30-Nov-14,20.8,7.2,129,818,174,31,19.2,2.37,5.9,      N/S,,,,,,
1-Dec-14,20.3,7.1,165,1100,433,47,21.2,1.23,9.1,      N/S,,,,,,
2-Dec-14,20.2,7.3,133,784,158,32,19.3,2.77,6.0,3.5,,,,,,
3-Dec-14,22.0,7.3,144,834,194,32,17.5,4.71,6.7,      N/S,,,,,,
4-Dec-14,21.8,7.2,138,904,236,34,18.8,3.83,7.7,      N/S,,,,,,
5-Dec-14,18.7,7.3,268,934,302,37,19.4,0.34,8.4,      N/S,,,,,,
6-Dec-14,19.7,7.2,209,820,200,34,20.4,0.68,7.1,      N/S,,,,,,
7-Dec-14,19.4,7.2,151,890,198,36,19.9,3.03,8.7,      N/S,,,,,,
8-Dec-14,20.4,7.3,151,834,200,35,21.0,0.45,6.6,      N/S,,,,,,
9-Dec-14,18.8,7.2,145,852,186,34,19.2,2.75,6.3,3.2,,,,,,
10-Dec-14,20.7,7.2,128,854,194,32,19.1,3.45,6.1,      N/S,,,,,,
11-Dec-14,19.2,7.2,125,794,122,29,19.5,3.39,5.5,      N/S,,,,,,
12-Dec-14,20.9,7.1,179,816,194,31,18.7,0.83,6.1,      N/S,,,,,,
13-Dec-14,19.6,7.3,161,782,152,31,19.4,1.98,5.8,      N/S,,,,,,
14-Dec-14,20.6,7.0,137,790,152,31,20.0,2.58,6.2,      N/S,,,,,,
15-Dec-14,19.9,7.2,155,816,176,34,20.9,2.32,6.2,      N/S,,,,,,
16-Dec-14,19.3,7.2,131,788,164,32,19.9,2.57,5.8,3.5,,,,,,
17-Dec-14,20.0,7.2,115,808,156,31,19.3,2.68,5.4,      N/S,,,,,,
18-Dec-14,19.1,7.2,143,800,172,31,20.0,3.01,5.8,      N/S,,,,,,
19-Dec-14,19.5,7.1,226,856,218,36,19.2,0.03,6.8,      N/S,,,,,,
20-Dec-14,19.5,7.2,170,806,186,35,19.3,1.13,6.9,      N/S,,,,,,
21-Dec-14,20.4,7.2,175,988,375,43,18.7,3.23,9.4,      N/S,,,,,,
22-Dec-14,21.1,7.2,182,900,267,41,20.3,2.64,7.9,      N/S,,,,,,
23-Dec-14,30.4,7.2,173,896,263,29,13.7,2.22,5.5,2.5,,,,,,
24-Dec-14,25.7,7.4,137,816,132,24,13.4,2.12,4.5,      N/S,,,,,,
25-Dec-14,21.9,7.2,104,792,128,26,15.7,2.99,4.8,      N/S,,,,,,
26-Dec-14,22.0,7.4,144,782,144,28,17.5,0.05,4.8,      N/S,,,,,,
27-Dec-14,21.5,7.4,154,788,126,29,17.3,1.74,5.1,      N/S,,,,,,
28-Dec-14,21.4,7.3,121,792,134,28,17.6,2.92,5.5,      N/S,,,,,,
29-Dec-14,20.5,7.3,142,842,170,33,17.7,2.35,6.1,      N/S,,,,,,
30-Dec-14,20.1,7.4,156,786,120,29,18.0,2.78,5.3,3.4,,,,,,
31-Dec-14,20.9,7.2,230,848,200,34,18.2,1.77,6.5,      N/S,,,,,,
1-Jan-13,21.2,7.1,177,720,144,31,18.6,3.80,6.2,3.8,,,,,,
2-Jan-13,23.1,7.2,174,734,156,31,18.5,4.01,6.5,      N/S,,,,,,
3-Jan-13,22.5,7.3,164,764,150,32,18.8,4.57,6.6,      N/S,,,,,,
4-Jan-13,21.2,7.2,175,734,146,30,19.2,2.22,5.9,      N/S,,,,,,
5-Jan-13,25.1,7.2,180,740,166,31,19.2,0.34,6.3,      N/S,,,,,,
6-Jan-13,20.9,7.3,165,752,148,29,20.5,3.12,6.0,      N/S,,,,,,
7-Jan-13,22.1,7.2,174,744,172,35,20.2,3.85,6.5,      N/S,,,,,,
8-Jan-13,22.2,6.9,125,742,178,35,21.1,3.30,6.6,4.0,,,,,,
9-Jan-13,25.4,7.1,177,898,288,41,19.8,3.30,8.1,      N/S,,,,,,
10-Jan-13,24.2,7.1,244,818,244,34,19.1,4.12,8.1,      N/S,,,,,,
11-Jan-13,32.0,7.3,193,800,210,27,14.7,1.09,5.3,      N/S,,,,,,
12-Jan-13,26.5,7.2,134,786,124,25,14.7,1.74,4.3,      N/S,,,,,,
13-Jan-13,24.3,7.3,122,802,108,24,16.1,1.89,4.4,      N/S,,,,,,
14-Jan-13,24.1,7.4,124,788,132,29,15.6,2.72,5.2,      N/S,,,,,,
15-Jan-13,22.3,7.3,124,748,100,29,17.1,2.90,5.3,3.2,,,,,,
16-Jan-13,23.3,7.3,151,766,140,31,17.6,3.36,6.2,      N/S,,,,,,
17-Jan-13,20.9,7.3,114,742,114,27,18.3,3.13,6.6,      N/S,,,,,,
18-Jan-13,22.6,7.3,156,750,132,33,18.7,1.51,6.7,      N/S,,,,,,
19-Jan-13,22.3,7.3,171,764,148,30,17.9,2.64,5.8,      N/S,,,,,,
20-Jan-13,23.3,7.2,163,760,162,27,18.3,3.04,5.7,      N/S,,,,,,
21-Jan-13,20.8,7.4,164,744,128,35,19.7,3.24,5.6,      N/S,,,,,,
22-Jan-13,21.1,7.3,229,812,208,42,19.4,4.26,8.0,3.4,,,,,,
23-Jan-13,21.8,7.2,162,746,140,29,18.6,4.87,6.1,      N/S,,,,,,
24-Jan-13,19.6,7.2,154,728,120,33,20.5,4.08,6.7,      N/S,,,,,,
25-Jan-13,20.6,7.3,154,774,144,30,20.0,2.03,6.0,      N/S,,,,,,
26-Jan-13,22.1,7.2,153,802,150,30,19.0,2.68,6.0,      N/S,,,,,,
27-Jan-13,22.2,7.2,174,844,174,31,20.0,3.59,6.2,      N/S,,,,,,
28-Jan-13,29.3,7.2,159,1157,292,30,14.9,1.91,5.8,      N/S,,,,,,
29-Jan-13,33.1,7.3,112,1012,179,24,13.6,3.07,4.6,2.3,,,,,,
30-Jan-13,51.8,7.4,93,868,163,17,7.2,3.71,2.9,      N/S,,,,,,
31-Jan-13,33.1,7.2,86,950,94,16,9.8,3.61,2.9,      N/S,,,,,,
1-Feb-13,26.2,7.5,108,900,104,18,12.2,2.45,3.1,      N/S,,,,,,
2-Feb-13,24.7,7.5,224,1065,278,30,14.8,1.56,5.6,      N/S,,,,,,
3-Feb-13,23.6,7.4,115,872,104,21,14.5,2.95,4.0,      N/S,,,,,,
4-Feb-13,21.8,7.4,121,890,96,26,16.0,3.14,4.5,      N/S,,,,,,
5-Feb-13,21.9,7.4,T/X,948,102,26,15.8,3.82,4.5,2.6,,,,,,
6-Feb-13,22.5,7.4,127,974,126,25,14.8,4.65,5.3,      N/S,,,,,,
7-Feb-13,33.8,7.3,338,1317,404,35,11.8,4.93,9.5,      N/S,,,,,,
8-Feb-13,25.7,7.4,T/X,1285,105,19,11.1,2.40,3.4,      N/S,,,,,,
9-Feb-13,24.4,7.5,75,1216,94,18,9.7,4.29,3.5,      N/S,,,,,,
10-Feb-13,33.9,7.4,137,1158,156,21,11.8,2.45,4.1,      N/S,,,,,,
11-Feb-13,48.3,7.5,88,1062,92,14,7.3,3.79,2.5,      N/S,,,,,,
12-Feb-13,31.4,7.5,94,1178,87,17,10.3,3.95,2.9,1.6,,,,,,
13-Feb-13,28.2,7.5,97,1064,96,20,12.3,2.96,3.4,      N/S,,,,,,
14-Feb-13,29.3,7.5,94,1023,88,18,11.4,4.06,3.6,      N/S,,,,,,
15-Feb-13,28.3,7.3,94,1025,108,19,11.2,3.63,3.8,      N/S,,,,,,
16-Feb-13,28.3,7.4,117,1028,106,21,11.8,3.99,4.0,      N/S,,,,,,
17-Feb-13,25.0,7.4,127,972,114,22,13.5,4.20,4.3,      N/S,,,,,,
18-Feb-13,24.7,7.1,133,922,114,24,14.8,3.35,4.5,      N/S,,,,,,
19-Feb-13,31.2,7.4,144,966,150,21,11.1,3.82,4.1,1.9,,,,,,
20-Feb-13,27.9,7.5,108,924,82,20,12.3,4.12,3.7,      N/S,,,,,,
21-Feb-13,25.1,7.4,109,922,116,24,15.0,3.37,4.5,      N/S,,,,,,
22-Feb-13,21.9,7.3,102,936,110,24,15.3,1.94,4.1,      N/S,,,,,,
23-Feb-13,24.2,7.2,146,1003,158,26,15.0,1.96,4.7,      N/S,,,,,,
24-Feb-13,24.5,7.2,122,948,116,24,15.0,3.94,4.8,      N/S,,,,,,
25-Feb-13,24.8,7.4,109,948,100,24,14.6,4.26,4.4,      N/S,,,,,,
26-Feb-13,24.6,7.5,121,1013,106,24,14.4,3.83,4.3,2.4,,,,,,
27-Feb-13,25.7,7.4,127,1213,132,25,14.6,3.82,4.4,      N/S,,,,,,
28-Feb-13,26.0,7.4,119,1428,128,23,14.1,3.64,4.9,      N/S,,,,,,
1-Mar-13,25.2,7.3,125,1347,134,23,14.5,2.48,4.8,      N/S,,,,,,
2-Mar-13,24.9,7.4,118,1235,112,23,13.6,3.41,4.5,      N/S,,,,,,
3-Mar-13,27.1,7.4,106,1205,190,26,14.6,3.74,5.5,      N/S,,,,,,
4-Mar-13,23.9,7.5,253,1616,700,65,15.2,3.67,13.2,      N/S,,,,,,
5-Mar-13,23.2,7.5,103,1073,126,25,14.9,4.21,4.8,2.6,,,,,,
6-Mar-13,24.5,7.3,129,1252,132,25,14.5,4.22,4.8,      N/S,,,,,,
7-Mar-13,24.7,7.4,170,1326,128,24,14.7,3.88,5.0,      N/S,,,,,,
8-Mar-13,27.2,7.3,144,1333,182,22,12.6,2.64,4.7,      N/S,,,,,,
9-Mar-13,33.0,7.2,136,1346,168,21,11.2,3.81,4.3,      N/S,,,,,,
10-Mar-13,53.6,7.1,153,1227,218,17,7.8,3.39,3.8,      N/S,,,,,,
11-Mar-13,54.0,7.4,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,,,,,,
12-Mar-13,44.9,7.3,66,1012,84,14,8.4,3.05,2.2,1.1,,,,,,
13-Mar-13,37.9,7.5,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,,,,,,
14-Mar-13,32.9,7.5,151,1107,164,21,12.3,2.73,4.0,      N/S,,,,,,
15-Mar-13,30.6,7.6,122,1093,130,19,11.9,2.89,3.3,      N/S,,,,,,
16-Mar-13,32.8,7.5,130,1073,138,19,10.4,2.74,3.0,      N/S,,,,,,
17-Mar-13,30.5,7.4,133,1069,126,20,11.6,3.25,3.4,      N/S,,,,,,
18-Mar-13,28.1,7.4,133,1048,124,22,12.5,2.70,4.2,      N/S,,,,,,
19-Mar-13,29.8,7.5,164,1085,148,24,12.3,3.39,4.4,1.8,,,,,,
20-Mar-13,29.1,7.4,132,1036,132,23,13.7,4.09,4.4,      N/S,,,,,,
21-Mar-13,28.8,7.4,134,1025,142,22,13.0,4.71,4.4,      N/S,,,,,,
22-Mar-13,25.6,7.4,140,968,144,23,13.4,2.99,4.3,      N/S,,,,,,
23-Mar-13,25.0,7.3,153,938,142,25,14.7,2.42,4.3,      N/S,,,,,,
24-Mar-13,24.2,7.4,133,952,128,25,15.0,3.35,4.4,      N/S,,,,,,
25-Mar-13,23.5,7.5,151,994,172,28,14.7,2.79,5.4,      N/S,,,,,,
26-Mar-13,24.7,7.3,145,962,142,23,14.4,4.82,4.5,2.3,,,,,,
27-Mar-13,24.1,7.4,138,1006,184,34,23.3,3.90,5.9,      N/S,,,,,,
28-Mar-13,24.0,7.4,172,1017,196,35,25.2,4.56,6.6,      N/S,,,,,,
29-Mar-13,23.6,7.3,152,940,156,26,16.0,2.52,5.2,      N/S,,,,,,
30-Mar-13,24.3,7.4,160,910,152,26,14.6,1.74,5.0,      N/S,,,,,,
31-Mar-13,25.2,7.3,168,912,140,26,17.8,0.05,5.2,      N/S,,,,,,
1-Apr-13,24.7,7.4,195,992,210,29,15.0,0.85,5.7,      N/S,,,,,,
2-Apr-13,21.7,7.4,193,1015,242,35,19.6,1.43,6.5,2.9,,,,,,
3-Apr-13,24.3,7.4,198,938,198,32,20.9,2.47,6.1,      N/S,,,,,,
4-Apr-13,23.2,7.4,138,938,172,31,20.7,1.46,5.8,      N/S,,,,,,
5-Apr-13,22.1,7.4,218,1014,276,36,22.2,0.04,6.7,      N/S,,,,,,
6-Apr-13,24.0,7.2,192,964,222,34,21.4,0.03,5.6,      N/S,,,,,,
7-Apr-13,24.4,7.1,201,1023,272,32,19.1,0.04,5.9,      N/S,,,,,,
8-Apr-13,30.1,7.2,303,1120,392,37,19.0,0.03,6.9,      N/S,,,,,,
9-Apr-13,29.9,7.5,176,996,190,28,16.1,1.23,4.8,2.1,,,,,,
10-Apr-13,28.7,7.6,154,1017,178,29,17.4,0.03,5.1,      N/S,,,,,,
11-Apr-13,57.7,7.5,T/X,      T/X,      T/X,      T/X,      T/X,      T/X,      T/X,      N/S,,,,,,
12-Apr-13,45.5,7.5,105,930,126,15,8.7,2.43,2.3,      N/S,,,,,,
13-Apr-13,36.0,7.5,98,970,112,18,10.2,2.50,2.8,      N/S,,,,,,
14-Apr-13,30.5,7.3,113,980,108,20,12.9,2.22,3.2,      N/S,,,,,,
15-Apr-13,29.7,7.3,130,958,118,22,14.1,2.33,3.5,      N/S,,,,,,
16-Apr-13,35.7,7.5,134,992,156,22,11.8,2.74,3.6,1.5,,,,,,
17-Apr-13,41.7,7.6,T/X,914,156,20,10.5,2.38,3.5,      N/S,,,,,,
18-Apr-13,54.8,7.5,53,678,152,9,3.1,3.35,1.8,      N/S,,,,,,
