DATE,FLOW,pH,BOD5,SS,TS,TKN,NH3-N,P-TOT
13-Aug-15,19.5,7.1,204,190,816,33,18.4,7.2
14-Aug-15,20.5,7.1,189,176,806,31,17.6,6.3
15-Aug-15,22.7,7.3,175,174,780,30,15.9,6.1
16-Aug-15,20.6,7.2,570,917,1461,55,15.1,12.6
17-Aug-15,20.4,7.2,202,192,836,32,17.4,6.6
18-Aug-15,20.2,7.3,181,190,802,32,17.9,6.3
19-Aug-15,20.8,7.4,212,230,834,31,15.8,6.6
20-Aug-15,18.4,7.3,181,172,804,31,18.2,6.7
21-Aug-15,17.1,7.3,159,168,796,30,18.8,6.1
22-Aug-15,16.8,7.2,410,633,1276,50,22.2,10.2
23-Aug-15,17.3,7.3,194,162,796,32,19.7,6.6
24-Aug-15,17.1,7.3,191,256,876,33,19.7,6.4
25-Aug-15,16.9,7.2,165,160,812,32,19.6,6.2
26-Aug-15,16.1,7.2,238,270,886,36,20.8,8
27-Aug-15,15.4,7.3,168,158,774,30,19.2,6.6
28-Aug-15,14.5,7.2,178,196,804,33,20.2,6.9
29-Aug-15,22,7.3,163,176,762,27,14.9,6.1
30-Aug-15,17.7,7.4,166,176,774,30,18,5.9
31-Aug-15,17.3,7.3,159,150,760,29,18,5.6
1-Sep-15,17.6,7.2,156,158,800,31,18.1,6.2
2-Sep-15,18.3,7.3,220,264,890,33,18.6,8
3-Sep-15,17.8,7.2,165,176,846,29,18.3,7.2
4-Sep-15,16,7.3,224,200,852,35,19.3,7.2
5-Sep-15,16.7,7.3,187,140,778,31,19,6.6
6-Sep-15,17.1,7.2,275,306,982,40,18.9,9.4
7-Sep-15,19.6,7.2,239,286,902,36,16.9,8.2
8-Sep-15,19.8,7.3,318,376,998,46,21.3,9.3
9-Sep-15,20.7,7.3,194,228,844,29,16,6.7
10-Sep-15,19,7.3,163,154,784,28,18,6
11-Sep-15,24.2,7.3,134,138,728,25,13.9,5.2
12-Sep-15,20.3,7.3,153,140,742,27,15.2,5.5
13-Sep-15,20.8,7.3,164,146,778,28,15.7,5.9
14-Sep-15,18.6,7.3,174,186,866,32,17.8,6.5
15-Sep-15,16.6,7.3,186,160,830,33,19.4,6.2
16-Sep-15,18.5,7.3,154,146,818,29,18.2,6
17-Sep-15,18.1,7.3,204,210,834,31,18.4,7.1
18-Sep-15,38.7,7.3,163,200,730,21,10.2,4.2
19-Sep-15,45.5,7.5,106,134,696,15,6.6,3
20-Sep-15,27,7.6,125,112,782,21,11.1,4
21-Sep-15,24.1,7.4,169,176,850,26,13.8,5.2
22-Sep-15,22.5,7.3,144,148,826,27,14.9,4.9
23-Sep-15,20.3,7.4,169,164,822,29,17.4,6.1
24-Sep-15,19,7.4,173,156,850,29,17.8,6.3
25-Sep-15,21.5,7.3,171,168,826,29,16.2,6
26-Sep-15,20.1,7.3,168,150,828,28,15.7,5.9
27-Sep-15,15.3,7.3,179,150,806,34,21.1,6.5
28-Sep-15,17.8,7.3,221,194,834,34,18.1,7.2
29-Sep-15,18.9,7.3,188,186,804,33,18,6.7
30-Sep-15,17.8,7.4,223,216,874,34,19.6,7.5
1-Oct-15,19,7.3,180,178,824,34,21,7
2-Oct-15,18.8,7.3,284,182,762,32,18,6.6
3-Oct-15,17.3,7.3,198,176,800,33,18.7,6.8
4-Oct-15,17.4,7.3,205,186,806,34,21.1,6.4
5-Oct-15,18.1,7.2,253,260,888,39,20.5,8
6-Oct-15,18.7,7.3,213,210,836,35,20.1,7.2
7-Oct-15,18.6,7.2,177,172,760,32,19.4,6.8
8-Oct-15,19.3,7.1,184,176,836,32,18.9,7.4
9-Oct-15,18.4,7.2,129,102,718,29,19.9,6.3
10-Oct-15,17.5,7.2,209,196,826,34,19.6,7.2
11-Oct-15,18.4,7.3,219,222,846,36,20.5,7.8
12-Oct-15,18.5,7.2,211,226,830,38,21,8.1
13-Oct-15,18,7.3,194,170,788,36,21.6,7.1
14-Oct-15,20.6,7.2,208,204,804,35,21.1,7.9
15-Oct-15,18,7.4,189,176,802,33,21,7.3
16-Oct-15,17.6,7.4,220,254,838,44,25.7,8.3
17-Oct-15,18.6,7.3,288,238,880,45,24.8,9.7
18-Oct-15,21.9,7.2,318,264,954,48,21.8,11.6
19-Oct-15,19.9,7.4,207,172,796,35,20,7.6
20-Oct-15,18.8,7.2,207,182,828,39,23.6,7.2
21-Oct-15,17.8,7.2,189,148,788,36,23.6,7.5
22-Oct-15,19,7.3,163,268,878,41,24.2,8.6
23-Oct-15,19,7.3,221,202,828,37,23.5,7.6
24-Oct-15,22.7,7.3,229,232,838,36,20.1,7.1
25-Oct-15,21.7,7.2,175,170,808,33,19.6,6.5
26-Oct-15,22.5,7.3,201,180,824,33,19.3,7.4
27-Oct-15,16.7,7.2,305,208,934,44,23.7,8.8
28-Oct-15,24.2,7.2,229,276,852,30,15.8,6.8
29-Oct-15,19.6,7.2,174,152,774,27,16.6,6.2
30-Oct-15,18.4,7.4,171,188,798,31,18.2,6.7
31-Oct-15,26.3,7.2,189,212,812,31,14.9,6.5
1-Nov-15,26.2,7.5,137,158,762,23,12.3,5
2-Nov-15,22.1,7.3,210,232,884,32,17.2,6.6
3-Nov-15,19.5,7.2,198,180,874,33,18.5,6.6
4-Nov-15,19.5,7.5,156,154,816,29,18.1,6.6
5-Nov-15,18.3,7.4,174,164,790,32,19.8,7
6-Nov-15,21.1,7.2,163,158,756,28,17.1,6.4
7-Nov-15,22.7,7.2,165,144,766,28,16.1,6.3
8-Nov-15,23.3,7.2,290,286,974,40,17.3,9.3
9-Nov-15,17,7.4,169,144,784,32,19.7,6.7
10-Nov-15,18.8,7.3,170,162,840,32,18.8,6.9
11-Nov-15,18.9,7.4,201,208,832,33,18.7,7.5
12-Nov-15,23.7,7.4,179,192,806,27,15.6,6.1
13-Nov-15,20.4,7.4,166,160,782,27,15.9,5.9
14-Nov-15,20.7,7.4,173,156,786,29,16.2,6.4
15-Nov-15,19.4,7.4,184,156,806,33,18.3,7.1
16-Nov-15,18.1,7.5,155,156,838,33,19.4,6.8
17-Nov-15,27.7,7.3,216,258,822,32,15.3,6.8
18-Nov-15,29.7,7.5,127,132,700,18,10.6,4.3
19-Nov-15,24,7.6,140,122,740,22,13.7,5
20-Nov-15,22.5,7.5,159,172,812,26,14.3,5.7
21-Nov-15,24.8,7.5,139,146,848,25,14.1,5.1
22-Nov-15,25.3,7.6,140,134,914,24,14,4.6
23-Nov-15,23.5,7.5,153,132,948,27,14.6,4.9
24-Nov-15,26.8,7.4,159,144,962,25,12.8,5.3
25-Nov-15,35.1,7.4,159,174,914,21,10,5
26-Nov-15,46.8,7.5,83,160,858,17,7,3.7
27-Nov-15,55.5,7.4,111,100,774,12,6.2,2.5
28-Nov-15,39,7.6,      T/X,142,882,18,8.3,3.8
29-Nov-15,30.2,7.6,      T/X,140,818,21,10.9,4
30-Nov-15,25.7,7.5,145,164,932,22,12.3,4.3
1-Dec-15,42.9,7.4,117,138,768,17,8.1,3.4
2-Dec-15,31.8,7.6,119,116,884,18,9.5,3.8
3-Dec-15,33.6,7.5,102,104,860,17,9.4,3.8
4-Dec-15,29.9,7.4,116,122,856,19,10.1,4
5-Dec-15,25.6,7.5,131,130,876,24,11.4,4.6
6-Dec-15,24.6,7.4,132,140,896,25,12.6,4.6
7-Dec-15,23.6,7.4,144,144,898,25,13,4.9
8-Dec-15,21.3,7.6,166,198,966,29,14.4,5.9
9-Dec-15,18.6,7.4,162,138,890,26,15.2,5.3
10-Dec-15,20.5,7.4,152,130,918,26,15.4,5.8
